#asicid/I:asicch/I:detid/I:stripid/I:material/I:posx/F:posy/F:posz/F:widthx/F:widthy/F:widthz/F:badch/I:ethre/F:	     
3 50 12 1145 1 -14.375 0.0 -16.0 0.25 -1 0.75 0 5.0	1.391e+00 1.135e+00 -1.245e-03 7.423e-06 -1.496e-08 9.228e-12
3 52 12 1146 1 -14.625 0.0 -16.0 0.25 -1 0.75 0 5.0	1.979e+00 1.146e+00 -1.462e-03 7.414e-06 -1.523e-08 1.088e-11
3 54 12 1147 1 -14.875 0.0 -16.0 0.25 -1 0.75 0 5.0	9.308e-01 1.113e+00 -9.641e-04 6.435e-06 -1.330e-08 8.051e-12
3 56 12 1148 1 -15.125 0.0 -16.0 0.25 -1 0.75 0 5.0	-9.366e-02 1.102e+00 -3.551e-04 4.765e-06 -1.387e-08 1.103e-11
3 58 12 1149 1 -15.375 0.0 -16.0 0.25 -1 0.75 0 5.0	8.954e-01 1.130e+00 -1.027e-03 7.296e-06 -1.757e-08 1.257e-11
3 60 12 1150 1 -15.625 0.0 -16.0 0.25 -1 0.75 0 5.0	5.355e-01 1.131e+00 -9.100e-04 6.195e-06 -1.387e-08 9.296e-12
3 62 12 1151 1 -15.875 0.0 -16.0 0.25 -1 0.75 0 5.0	9.350e-04 -9.984e-01 -9.749e-01 2.965e+02 -3.426e+02 5.245e+02
4 0 12 1152 1 0.0 8.125 -16.0 -1 0.25 0.75 0 5.0	4.571e+00 9.467e-01 -2.711e-03 1.361e-05 -2.266e-08 1.216e-11
4 2 12 1153 1 0.0 8.375 -16.0 -1 0.25 0.75 0 5.0	3.277e+00 8.650e-01 -1.630e-03 9.630e-06 -1.693e-08 9.315e-12
4 4 12 1154 1 0.0 8.625 -16.0 -1 0.25 0.75 0 5.0	3.252e+00 8.519e-01 -1.557e-03 9.330e-06 -1.645e-08 9.066e-12
4 6 12 1155 1 0.0 8.875 -16.0 -1 0.25 0.75 0 5.0	4.135e+00 9.017e-01 -2.213e-03 1.202e-05 -2.073e-08 1.140e-11
4 8 12 1156 1 0.0 9.125 -16.0 -1 0.25 0.75 0 5.0	3.847e+00 8.756e-01 -1.926e-03 1.072e-05 -1.843e-08 1.005e-11
4 10 12 1157 1 0.0 9.375 -16.0 -1 0.25 0.75 0 5.0	3.224e+00 8.427e-01 -1.441e-03 8.981e-06 -1.607e-08 8.945e-12
4 12 12 1158 1 0.0 9.625 -16.0 -1 0.25 0.75 0 5.0	7.599e-01 9.341e-01 -1.680e-03 -4.780e-08 1.557e-10 5.601e-11
4 14 12 1159 1 0.0 9.875 -16.0 -1 0.25 0.75 0 5.0	5.520e+00 8.059e-01 -2.256e-03 1.817e-05 -3.833e-08 2.431e-11
4 16 12 1160 1 0.0 10.125 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.801e-01 5.337e-04 -1.575e-07 1.191e-10 5.810e-13
4 18 12 1161 1 0.0 10.375 -16.0 -1 0.25 0.75 0 5.0	4.015e+00 8.716e-01 -2.027e-03 1.110e-05 -1.880e-08 1.011e-11
4 20 12 1162 1 0.0 10.625 -16.0 -1 0.25 0.75 0 5.0	5.188e+00 9.743e-01 -3.297e-03 1.597e-05 -2.611e-08 1.385e-11
4 22 12 1163 1 0.0 10.875 -16.0 -1 0.25 0.75 0 5.0	4.038e+00 8.727e-01 -2.015e-03 1.116e-05 -1.909e-08 1.035e-11
4 24 12 1164 1 0.0 11.125 -16.0 -1 0.25 0.75 0 5.0	7.810e+00 9.311e-01 -4.231e-03 2.681e-05 -5.639e-08 3.870e-11
4 26 12 1165 1 0.0 11.375 -16.0 -1 0.25 0.75 0 5.0	9.245e+00 8.672e-01 -4.180e-03 3.009e-05 -6.657e-08 4.596e-11
4 28 12 1166 1 0.0 11.625 -16.0 -1 0.25 0.75 0 5.0	3.495e+00 8.467e-01 -1.680e-03 9.942e-06 -1.738e-08 9.514e-12
4 30 12 1167 1 0.0 11.875 -16.0 -1 0.25 0.75 0 5.0	1.000e+01 7.886e-01 4.876e-04 -1.896e-07 1.068e-10 6.062e-13
4 32 12 1168 1 0.0 12.125 -16.0 -1 0.25 0.75 0 5.0	5.531e+00 9.042e-01 -2.930e-03 1.711e-05 -3.204e-08 1.924e-11
